,date,Data Value,time,T2M,RH2M,GWETPROF,PRECTOTCORR,GWETROOT,GWETTOP,EVPTRNS,rainfall_mm
0,2023-02-17,-44.817,00:00:00,20.87,39.1,0.38,0,0.38,0.32,0.11,0
1,2023-02-17,-45.015,06:00:00,20.87,39.1,0.38,0,0.38,0.32,0.11,0
2,2023-02-17,-44.993,12:00:00,20.87,39.1,0.38,0,0.38,0.32,0.11,0
3,2023-02-17,-45.092,18:00:00,20.87,39.1,0.38,0,0.38,0.32,0.11,0
4,2023-02-18,-44.963,00:00:00,21.67,34.35,0.38,0,0.38,0.31,0.1,0
5,2023-02-18,-45.028,06:00:00,21.67,34.35,0.38,0,0.38,0.31,0.1,0
6,2023-02-18,-45.163,12:00:00,21.67,34.35,0.38,0,0.38,0.31,0.1,0
7,2023-02-18,-45.176,18:00:00,21.67,34.35,0.38,0,0.38,0.31,0.1,0
8,2023-02-19,-44.937,00:00:00,22.72,25.66,0.37,0,0.38,0.31,0.1,0
9,2023-02-19,-45.087,06:00:00,22.72,25.66,0.37,0,0.38,0.31,0.1,0
10,2023-02-19,-45.024,12:00:00,22.72,25.66,0.37,0,0.38,0.31,0.1,0
11,2023-02-19,-45.169,18:00:00,22.72,25.66,0.37,0,0.38,0.31,0.1,0
12,2023-02-20,-44.928,00:00:00,21.53,32.88,0.37,0,0.37,0.3,0.08,0
13,2023-02-20,-45.092,06:00:00,21.53,32.88,0.37,0,0.37,0.3,0.08,0
14,2023-02-20,-45.123,12:00:00,21.53,32.88,0.37,0,0.37,0.3,0.08,0
15,2023-02-20,-45.187,18:00:00,21.53,32.88,0.37,0,0.37,0.3,0.08,0
16,2023-02-21,-45.011,00:00:00,20.51,36.65,0.37,0.17,0.37,0.3,0.08,0
17,2023-02-21,-45.127,06:00:00,20.51,36.65,0.37,0.17,0.37,0.3,0.08,0
18,2023-02-21,-45.065,12:00:00,20.51,36.65,0.37,0.17,0.37,0.3,0.08,0
19,2023-02-21,-45.195,18:00:00,20.51,36.65,0.37,0.17,0.37,0.3,0.08,0
20,2023-02-22,-44.973,00:00:00,18.76,33.28,0.37,0.01,0.37,0.3,0.05,0
21,2023-02-22,-45.104,06:00:00,18.76,33.28,0.37,0.01,0.37,0.3,0.05,0
22,2023-02-22,-45.108,12:00:00,18.76,33.28,0.37,0.01,0.37,0.3,0.05,0
23,2023-02-22,-45.188,18:00:00,18.76,33.28,0.37,0.01,0.37,0.3,0.05,0
24,2023-02-23,-44.931,00:00:00,18.89,33.07,0.37,0,0.37,0.29,0.07,0
25,2023-02-23,-45.083,06:00:00,18.89,33.07,0.37,0,0.37,0.29,0.07,0
26,2023-02-23,-44.996,12:00:00,18.89,33.07,0.37,0,0.37,0.29,0.07,0
27,2023-02-23,-45.317,18:00:00,18.89,33.07,0.37,0,0.37,0.29,0.07,0
28,2023-02-24,-44.945,00:00:00,20.22,31.92,0.37,0,0.37,0.29,0.07,0
29,2023-02-24,-45.08,06:00:00,20.22,31.92,0.37,0,0.37,0.29,0.07,0
30,2023-02-24,-45.091,12:00:00,20.22,31.92,0.37,0,0.37,0.29,0.07,0
31,2023-02-24,-45.172,18:00:00,20.22,31.92,0.37,0,0.37,0.29,0.07,0
32,2023-02-25,-44.917,00:00:00,22.15,28.38,0.37,0,0.37,0.29,0.06,0
33,2023-02-25,-45.043,06:00:00,22.15,28.38,0.37,0,0.37,0.29,0.06,0
34,2023-02-25,-44.979,12:00:00,22.15,28.38,0.37,0,0.37,0.29,0.06,0
35,2023-02-25,-45.202,18:00:00,22.15,28.38,0.37,0,0.37,0.29,0.06,0
36,2023-02-26,-44.875,00:00:00,21.96,33.44,0.37,0,0.37,0.29,0.05,0
37,2023-02-26,-45.002,06:00:00,21.96,33.44,0.37,0,0.37,0.29,0.05,0
38,2023-02-26,-44.998,12:00:00,21.96,33.44,0.37,0,0.37,0.29,0.05,0
39,2023-02-26,-45.185,18:00:00,21.96,33.44,0.37,0,0.37,0.29,0.05,0
40,2023-02-27,-44.992,00:00:00,22.25,37.21,0.36,0,0.36,0.28,0.07,0
41,2023-02-27,-44.978,06:00:00,22.25,37.21,0.36,0,0.36,0.28,0.07,0
42,2023-02-27,-44.975,12:00:00,22.25,37.21,0.36,0,0.36,0.28,0.07,0
43,2023-02-27,-45.18,18:00:00,22.25,37.21,0.36,0,0.36,0.28,0.07,0
44,2023-02-28,-44.861,00:00:00,20.72,43.16,0.36,0.02,0.36,0.28,0.03,0
45,2023-02-28,-45.07,06:00:00,20.72,43.16,0.36,0.02,0.36,0.28,0.03,0
46,2023-02-28,-44.858,12:00:00,20.72,43.16,0.36,0.02,0.36,0.28,0.03,0
47,2023-02-28,-45.2,18:00:00,20.72,43.16,0.36,0.02,0.36,0.28,0.03,0
48,2023-03-01,-44.833,00:00:00,20.52,49.13,0.36,1.42,0.36,0.3,0.04,1.51864230632782
49,2023-03-01,-44.99,06:00:00,20.52,49.13,0.36,1.42,0.36,0.3,0.04,1.51864230632782
50,2023-03-01,-44.97,12:00:00,20.52,49.13,0.36,1.42,0.36,0.3,0.04,1.51864230632782
51,2023-03-01,-45.078,18:00:00,20.52,49.13,0.36,1.42,0.36,0.3,0.04,1.51864230632782
52,2023-03-02,-44.774,00:00:00,21.11,52.34,0.36,0,0.36,0.29,0.03,0
53,2023-03-02,-44.977,06:00:00,21.11,52.34,0.36,0,0.36,0.29,0.03,0
54,2023-03-02,-45.132,12:00:00,21.11,52.34,0.36,0,0.36,0.29,0.03,0
55,2023-03-02,-45.08,18:00:00,21.11,52.34,0.36,0,0.36,0.29,0.03,0
56,2023-03-03,-44.782,00:00:00,21.78,50.89,0.36,0,0.36,0.29,0.03,0
57,2023-03-03,-44.973,06:00:00,21.78,50.89,0.36,0,0.36,0.29,0.03,0
58,2023-03-03,-44.956,12:00:00,21.78,50.89,0.36,0,0.36,0.29,0.03,0
59,2023-03-03,-45.088,18:00:00,21.78,50.89,0.36,0,0.36,0.29,0.03,0
60,2023-03-04,-44.768,00:00:00,20.38,43.59,0.36,0,0.36,0.28,0.02,0
61,2023-03-04,-44.973,06:00:00,20.38,43.59,0.36,0,0.36,0.28,0.02,0
62,2023-03-04,-44.807,12:00:00,20.38,43.59,0.36,0,0.36,0.28,0.02,0
63,2023-03-04,-45.354,18:00:00,20.38,43.59,0.36,0,0.36,0.28,0.02,0
64,2023-03-05,-44.998,00:00:00,21.82,39.61,0.36,0,0.36,0.28,0.03,0
65,2023-03-05,-44.961,06:00:00,21.82,39.61,0.36,0,0.36,0.28,0.03,0
66,2023-03-05,-45.164,12:00:00,21.82,39.61,0.36,0,0.36,0.28,0.03,0
67,2023-03-05,-45.172,18:00:00,21.82,39.61,0.36,0,0.36,0.28,0.03,0
68,2023-03-06,-44.936,00:00:00,22.49,37.46,0.36,0,0.36,0.27,0.02,0
69,2023-03-06,-45.146,06:00:00,22.49,37.46,0.36,0,0.36,0.27,0.02,0
70,2023-03-06,-45.092,12:00:00,22.49,37.46,0.36,0,0.36,0.27,0.02,0
71,2023-03-06,-45.252,18:00:00,22.49,37.46,0.36,0,0.36,0.27,0.02,0
72,2023-03-07,-45.027,00:00:00,23.48,32.92,0.36,0,0.36,0.27,0.02,0
73,2023-03-07,-45.187,06:00:00,23.48,32.92,0.36,0,0.36,0.27,0.02,0
74,2023-03-07,-45.318,12:00:00,23.48,32.92,0.36,0,0.36,0.27,0.02,0
75,2023-03-07,-45.284,18:00:00,23.48,32.92,0.36,0,0.36,0.27,0.02,0
76,2023-03-08,-45.057,00:00:00,23.73,33.73,0.36,0.03,0.36,0.26,0.02,0
77,2023-03-08,-45.213,06:00:00,23.73,33.73,0.36,0.03,0.36,0.26,0.02,0
78,2023-03-08,-45.233,12:00:00,23.73,33.73,0.36,0.03,0.36,0.26,0.02,0
79,2023-03-08,-45.338,18:00:00,23.73,33.73,0.36,0.03,0.36,0.26,0.02,0
80,2023-03-09,-45.083,00:00:00,23.22,34.16,0.36,0.14,0.36,0.26,0.01,0
81,2023-03-09,-45.213,06:00:00,23.22,34.16,0.36,0.14,0.36,0.26,0.01,0
82,2023-03-09,-45.352,12:00:00,23.22,34.16,0.36,0.14,0.36,0.26,0.01,0
83,2023-03-09,-45.289,18:00:00,23.22,34.16,0.36,0.14,0.36,0.26,0.01,0
84,2023-03-10,-45.053,00:00:00,23.79,27.57,0.36,0,0.35,0.25,0.01,0
85,2023-03-10,-45.208,06:00:00,23.79,27.57,0.36,0,0.35,0.25,0.01,0
86,2023-03-10,-45.202,12:00:00,23.79,27.57,0.36,0,0.35,0.25,0.01,0
87,2023-03-10,-45.289,18:00:00,23.79,27.57,0.36,0,0.35,0.25,0.01,0
88,2023-03-11,-45.104,00:00:00,24,27.58,0.36,0,0.35,0.24,0.01,0
89,2023-03-11,-45.235,06:00:00,24,27.58,0.36,0,0.35,0.24,0.01,0
90,2023-03-11,-45.087,12:00:00,24,27.58,0.36,0,0.35,0.24,0.01,0
91,2023-03-11,-45.294,18:00:00,24,27.58,0.36,0,0.35,0.24,0.01,0
92,2023-03-12,-45.107,00:00:00,24.72,31.89,0.35,0.01,0.35,0.23,0.01,0
93,2023-03-12,-45.248,06:00:00,24.72,31.89,0.35,0.01,0.35,0.23,0.01,0
94,2023-03-12,-45.154,12:00:00,24.72,31.89,0.35,0.01,0.35,0.23,0.01,0
95,2023-03-12,-45.274,18:00:00,24.72,31.89,0.35,0.01,0.35,0.23,0.01,0
96,2023-03-13,-45.091,00:00:00,25.42,36.21,0.35,0,0.35,0.23,0,0
97,2023-03-13,-45.232,06:00:00,25.42,36.21,0.35,0,0.35,0.23,0,0
98,2023-03-13,-45.319,12:00:00,25.42,36.21,0.35,0,0.35,0.23,0,0
99,2023-03-13,-45.277,18:00:00,25.42,36.21,0.35,0,0.35,0.23,0,0
100,2023-03-14,-45.111,00:00:00,25.85,32.34,0.35,0.05,0.35,0.22,0,0
101,2023-03-14,-45.252,06:00:00,25.85,32.34,0.35,0.05,0.35,0.22,0,0
102,2023-03-14,-45.323,12:00:00,25.85,32.34,0.35,0.05,0.35,0.22,0,0
103,2023-03-14,-45.286,18:00:00,25.85,32.34,0.35,0.05,0.35,0.22,0,0
104,2023-03-15,-45.162,00:00:00,25.89,30.76,0.35,0,0.35,0.21,0,0
105,2023-03-15,-45.262,06:00:00,25.89,30.76,0.35,0,0.35,0.21,0,0
106,2023-03-15,-45.31,12:00:00,25.89,30.76,0.35,0,0.35,0.21,0,0
107,2023-03-15,-45.263,18:00:00,25.89,30.76,0.35,0,0.35,0.21,0,0
108,2023-03-16,-45.157,00:00:00,25.43,30.98,0.35,0.43,0.35,0.21,0,0
109,2023-03-16,-45.23,06:00:00,25.43,30.98,0.35,0.43,0.35,0.21,0,0
110,2023-03-16,-45.326,12:00:00,25.43,30.98,0.35,0.43,0.35,0.21,0,0
111,2023-03-16,-45.299,18:00:00,25.43,30.98,0.35,0.43,0.35,0.21,0,0
112,2023-03-17,-45.152,00:00:00,22.16,52.73,0.36,9.77,0.37,0.39,0.02,0.333562582731247
113,2023-03-17,-45.251,06:00:00,22.16,52.73,0.36,9.77,0.37,0.39,0.02,0.333562582731247
114,2023-03-17,-45.143,12:00:00,22.16,52.73,0.36,9.77,0.37,0.39,0.02,0.333562582731247
115,2023-03-17,-45.272,18:00:00,22.16,52.73,0.36,9.77,0.37,0.39,0.02,0.333562582731247
116,2023-03-18,-45.097,00:00:00,19.48,75.66,0.37,8.88,0.38,0.44,0.03,12.7268733978271
117,2023-03-18,-45.119,06:00:00,19.48,75.66,0.37,8.88,0.38,0.44,0.03,12.7268733978271
118,2023-03-18,-45.104,12:00:00,19.48,75.66,0.37,8.88,0.38,0.44,0.03,12.7268733978271
119,2023-03-18,-45.232,18:00:00,19.48,75.66,0.37,8.88,0.38,0.44,0.03,12.7268733978271
120,2023-03-19,-45.064,00:00:00,20.79,62.72,0.38,0.04,0.38,0.37,0.07,1.09270322322845
121,2023-03-19,-45.195,06:00:00,20.79,62.72,0.38,0.04,0.38,0.37,0.07,1.09270322322845
122,2023-03-19,-45.135,12:00:00,20.79,62.72,0.38,0.04,0.38,0.37,0.07,1.09270322322845
123,2023-03-19,-45.229,18:00:00,20.79,62.72,0.38,0.04,0.38,0.37,0.07,1.09270322322845
124,2023-03-20,-45.112,00:00:00,19.86,71.28,0.38,10.63,0.39,0.44,0.04,2.01380348205566
125,2023-03-20,-45.217,06:00:00,19.86,71.28,0.38,10.63,0.39,0.44,0.04,2.01380348205566
126,2023-03-20,-45.278,12:00:00,19.86,71.28,0.38,10.63,0.39,0.44,0.04,2.01380348205566
127,2023-03-20,-45.236,18:00:00,19.86,71.28,0.38,10.63,0.39,0.44,0.04,2.01380348205566
128,2023-03-21,-45.083,00:00:00,20.15,66.87,0.39,1.77,0.4,0.41,0.19,8.03610992431641
129,2023-03-21,-45.187,06:00:00,20.15,66.87,0.39,1.77,0.4,0.41,0.19,8.03610992431641
130,2023-03-21,-45.101,12:00:00,20.15,66.87,0.39,1.77,0.4,0.41,0.19,8.03610992431641
131,2023-03-21,-45.228,18:00:00,20.15,66.87,0.39,1.77,0.4,0.41,0.19,8.03610992431641
132,2023-03-22,-45.039,00:00:00,22.21,48.97,0.39,0.01,0.39,0.37,0.21,0
133,2023-03-22,-45.174,06:00:00,22.21,48.97,0.39,0.01,0.39,0.37,0.21,0
134,2023-03-22,-45.224,12:00:00,22.21,48.97,0.39,0.01,0.39,0.37,0.21,0
135,2023-03-22,-45.21,18:00:00,22.21,48.97,0.39,0.01,0.39,0.37,0.21,0
136,2023-03-23,-45.004,00:00:00,22.74,46.22,0.39,0.48,0.39,0.36,0.18,0
137,2023-03-23,-45.152,06:00:00,22.74,46.22,0.39,0.48,0.39,0.36,0.18,0
138,2023-03-23,-45.072,12:00:00,22.74,46.22,0.39,0.48,0.39,0.36,0.18,0
139,2023-03-23,-45.201,18:00:00,22.74,46.22,0.39,0.48,0.39,0.36,0.18,0
140,2023-03-24,-44.988,00:00:00,22.48,59.14,0.39,8.26,0.39,0.4,0.13,4.00345373153687
141,2023-03-24,-45.156,06:00:00,22.48,59.14,0.39,8.26,0.39,0.4,0.13,4.00345373153687
142,2023-03-24,-45.214,12:00:00,22.48,59.14,0.39,8.26,0.39,0.4,0.13,4.00345373153687
143,2023-03-24,-45.123,18:00:00,22.48,59.14,0.39,8.26,0.39,0.4,0.13,4.00345373153687
144,2023-03-25,-44.942,00:00:00,20.87,68.99,0.41,7.98,0.42,0.47,0.28,26.6877574920654
145,2023-03-25,-45.042,06:00:00,20.87,68.99,0.41,7.98,0.42,0.47,0.28,26.6877574920654
146,2023-03-25,-44.927,12:00:00,20.87,68.99,0.41,7.98,0.42,0.47,0.28,26.6877574920654
147,2023-03-25,-45.097,18:00:00,20.87,68.99,0.41,7.98,0.42,0.47,0.28,26.6877574920654
148,2023-03-26,-44.836,00:00:00,21.16,52.63,0.41,0.04,0.41,0.38,0.39,0.26161116361618
149,2023-03-26,-45.027,06:00:00,21.16,52.63,0.41,0.04,0.41,0.38,0.39,0.26161116361618
150,2023-03-26,-44.883,12:00:00,21.16,52.63,0.41,0.04,0.41,0.38,0.39,0.26161116361618
151,2023-03-26,-45.055,18:00:00,21.16,52.63,0.41,0.04,0.41,0.38,0.39,0.26161116361618
152,2023-03-27,-44.831,00:00:00,20.8,47.03,0.4,0,0.41,0.37,0.35,0
153,2023-03-27,-45.057,06:00:00,20.8,47.03,0.4,0,0.41,0.37,0.35,0
154,2023-03-27,-44.941,12:00:00,20.8,47.03,0.4,0,0.41,0.37,0.35,0
155,2023-03-27,-45.083,18:00:00,20.8,47.03,0.4,0,0.41,0.37,0.35,0
156,2023-03-28,-44.835,00:00:00,22.83,41.06,0.4,0,0.41,0.37,0.31,0
157,2023-03-28,-45.039,06:00:00,22.83,41.06,0.4,0,0.41,0.37,0.31,0
158,2023-03-28,-45.162,12:00:00,22.83,41.06,0.4,0,0.41,0.37,0.31,0
159,2023-03-28,-45.078,18:00:00,22.83,41.06,0.4,0,0.41,0.37,0.31,0
160,2023-03-29,-44.821,00:00:00,23.83,43.72,0.4,0,0.4,0.37,0.29,0
161,2023-03-29,-45.026,06:00:00,23.83,43.72,0.4,0,0.4,0.37,0.29,0
162,2023-03-29,-45.166,12:00:00,23.83,43.72,0.4,0,0.4,0.37,0.29,0
163,2023-03-29,-45.049,18:00:00,23.83,43.72,0.4,0,0.4,0.37,0.29,0
164,2023-03-30,-44.817,00:00:00,24.45,48.35,0.4,7.11,0.4,0.39,0.32,0
165,2023-03-30,-44.983,06:00:00,24.45,48.35,0.4,7.11,0.4,0.39,0.32,0
166,2023-03-30,-44.875,12:00:00,24.45,48.35,0.4,7.11,0.4,0.39,0.32,0
167,2023-03-30,-44.977,18:00:00,24.45,48.35,0.4,7.11,0.4,0.39,0.32,0
168,2023-03-31,-44.843,00:00:00,21.03,68.61,0.41,4.98,0.41,0.44,0.26,0.444597482681274
169,2023-03-31,-45.06,06:00:00,21.03,68.61,0.41,4.98,0.41,0.44,0.26,0.444597482681274
170,2023-03-31,-44.888,12:00:00,21.03,68.61,0.41,4.98,0.41,0.44,0.26,0.444597482681274
171,2023-03-31,-45.099,18:00:00,21.03,68.61,0.41,4.98,0.41,0.44,0.26,0.444597482681274
172,2023-04-01,-44.827,00:00:00,21.03,69.32,0.42,6.77,0.42,0.45,0.28,9.92192363739014
173,2023-04-01,-45.046,06:00:00,21.03,69.32,0.42,6.77,0.42,0.45,0.28,9.92192363739014
174,2023-04-01,-44.847,12:00:00,21.03,69.32,0.42,6.77,0.42,0.45,0.28,9.92192363739014
175,2023-04-01,-45.059,18:00:00,21.03,69.32,0.42,6.77,0.42,0.45,0.28,9.92192363739014
176,2023-04-02,-44.793,00:00:00,21.94,59.58,0.42,1.2,0.43,0.41,0.48,1.45485591888428
177,2023-04-02,-45.006,06:00:00,21.94,59.58,0.42,1.2,0.43,0.41,0.48,1.45485591888428
178,2023-04-02,-44.816,12:00:00,21.94,59.58,0.42,1.2,0.43,0.41,0.48,1.45485591888428
179,2023-04-02,-45.049,18:00:00,21.94,59.58,0.42,1.2,0.43,0.41,0.48,1.45485591888428
180,2023-04-03,-44.814,00:00:00,22.45,57.16,0.42,0.64,0.42,0.39,0.38,0
181,2023-04-03,-45,06:00:00,22.45,57.16,0.42,0.64,0.42,0.39,0.38,0
182,2023-04-03,-45.15,12:00:00,22.45,57.16,0.42,0.64,0.42,0.39,0.38,0
183,2023-04-03,-45.009,18:00:00,22.45,57.16,0.42,0.64,0.42,0.39,0.38,0
184,2023-04-04,-44.77,00:00:00,22.47,59.47,0.42,1.62,0.42,0.4,0.43,0
185,2023-04-04,-44.951,06:00:00,22.47,59.47,0.42,1.62,0.42,0.4,0.43,0
186,2023-04-04,-45.101,12:00:00,22.47,59.47,0.42,1.62,0.42,0.4,0.43,0
187,2023-04-04,-44.982,18:00:00,22.47,59.47,0.42,1.62,0.42,0.4,0.43,0
188,2023-04-05,-44.794,00:00:00,23.27,46.98,0.41,0,0.42,0.38,0.49,0
189,2023-04-05,-44.953,06:00:00,23.27,46.98,0.41,0,0.42,0.38,0.49,0
190,2023-04-05,-45.138,12:00:00,23.27,46.98,0.41,0,0.42,0.38,0.49,0
191,2023-04-05,-45.033,18:00:00,23.27,46.98,0.41,0,0.42,0.38,0.49,0
192,2023-04-06,-44.709,00:00:00,23.56,40.45,0.41,0.13,0.42,0.37,0.42,0
193,2023-04-06,-44.909,06:00:00,23.56,40.45,0.41,0.13,0.42,0.37,0.42,0
194,2023-04-06,-44.96,12:00:00,23.56,40.45,0.41,0.13,0.42,0.37,0.42,0
195,2023-04-06,-44.956,18:00:00,23.56,40.45,0.41,0.13,0.42,0.37,0.42,0
196,2023-04-07,-44.95,00:00:00,23.63,37.83,0.41,0,0.41,0.37,0.4,0
197,2023-04-07,-44.86,06:00:00,23.63,37.83,0.41,0,0.41,0.37,0.4,0
198,2023-04-07,-44.894,12:00:00,23.63,37.83,0.41,0,0.41,0.37,0.4,0
199,2023-04-07,-44.997,18:00:00,23.63,37.83,0.41,0,0.41,0.37,0.4,0
200,2023-04-08,-44.954,00:00:00,24.8,33.09,0.4,0,0.41,0.36,0.37,0
201,2023-04-08,-44.888,06:00:00,24.8,33.09,0.4,0,0.41,0.36,0.37,0
202,2023-04-08,-44.925,12:00:00,24.8,33.09,0.4,0,0.41,0.36,0.37,0
203,2023-04-08,-45.127,18:00:00,24.8,33.09,0.4,0,0.41,0.36,0.37,0
204,2023-04-09,-44.707,00:00:00,26.66,27.97,0.4,0,0.4,0.36,0.37,0
205,2023-04-09,-44.905,06:00:00,26.66,27.97,0.4,0,0.4,0.36,0.37,0
206,2023-04-09,-44.972,12:00:00,26.66,27.97,0.4,0,0.4,0.36,0.37,0
207,2023-04-09,-44.955,18:00:00,26.66,27.97,0.4,0,0.4,0.36,0.37,0
208,2023-04-10,-44.692,00:00:00,26.45,31.78,0.4,0,0.4,0.35,0.3,0
209,2023-04-10,-44.911,06:00:00,26.45,31.78,0.4,0,0.4,0.35,0.3,0
210,2023-04-10,-44.825,12:00:00,26.45,31.78,0.4,0,0.4,0.35,0.3,0
211,2023-04-10,-45.015,18:00:00,26.45,31.78,0.4,0,0.4,0.35,0.3,0
212,2023-04-11,-44.72,00:00:00,27.98,32.65,0.39,0,0.4,0.35,0.25,0
213,2023-04-11,-44.954,06:00:00,27.98,32.65,0.39,0,0.4,0.35,0.25,0
214,2023-04-11,-45.079,12:00:00,27.98,32.65,0.39,0,0.4,0.35,0.25,0
215,2023-04-11,-45.02,18:00:00,27.98,32.65,0.39,0,0.4,0.35,0.25,0
216,2023-04-12,-44.772,00:00:00,28.16,36.5,0.39,0,0.39,0.35,0.22,0
217,2023-04-12,-44.93,06:00:00,28.16,36.5,0.39,0,0.39,0.35,0.22,0
218,2023-04-12,-45.159,12:00:00,28.16,36.5,0.39,0,0.39,0.35,0.22,0
219,2023-04-12,-45.044,18:00:00,28.16,36.5,0.39,0,0.39,0.35,0.22,0
220,2023-04-13,-44.737,00:00:00,28.17,34.42,0.39,0,0.39,0.34,0.19,0
221,2023-04-13,-44.973,06:00:00,28.17,34.42,0.39,0,0.39,0.34,0.19,0
222,2023-04-13,-45.024,12:00:00,28.17,34.42,0.39,0,0.39,0.34,0.19,0
223,2023-04-13,-45.07,18:00:00,28.17,34.42,0.39,0,0.39,0.34,0.19,0
224,2023-04-14,-44.763,00:00:00,29.98,31.18,0.38,0,0.39,0.33,0.18,0
225,2023-04-14,-44.987,06:00:00,29.98,31.18,0.38,0,0.39,0.33,0.18,0
226,2023-04-14,-44.93,12:00:00,29.98,31.18,0.38,0,0.39,0.33,0.18,0
227,2023-04-14,-45.084,18:00:00,29.98,31.18,0.38,0,0.39,0.33,0.18,0
228,2023-04-15,-44.844,00:00:00,31.85,23.57,0.38,0,0.38,0.32,0.16,0
229,2023-04-15,-45.022,06:00:00,31.85,23.57,0.38,0,0.38,0.32,0.16,0
230,2023-04-15,-45.168,12:00:00,31.85,23.57,0.38,0,0.38,0.32,0.16,0
231,2023-04-15,-45.089,18:00:00,31.85,23.57,0.38,0,0.38,0.32,0.16,0
232,2023-04-16,-44.801,00:00:00,31.45,25.47,0.38,0,0.38,0.31,0.12,0
233,2023-04-16,-45.015,06:00:00,31.45,25.47,0.38,0,0.38,0.31,0.12,0
234,2023-04-16,-44.927,12:00:00,31.45,25.47,0.38,0,0.38,0.31,0.12,0
235,2023-04-16,-45.151,18:00:00,31.45,25.47,0.38,0,0.38,0.31,0.12,0
236,2023-04-17,-44.901,00:00:00,32.7,26.41,0.38,0.25,0.38,0.31,0.11,0
237,2023-04-17,-45.065,06:00:00,32.7,26.41,0.38,0.25,0.38,0.31,0.11,0
238,2023-04-17,-45.17,12:00:00,32.7,26.41,0.38,0.25,0.38,0.31,0.11,0
239,2023-04-17,-45.114,18:00:00,32.7,26.41,0.38,0.25,0.38,0.31,0.11,0
240,2023-04-18,-44.84,00:00:00,31.31,36.16,0.37,5.25,0.37,0.34,0.07,0
241,2023-04-18,-45.005,06:00:00,31.31,36.16,0.37,5.25,0.37,0.34,0.07,0
242,2023-04-18,-44.946,12:00:00,31.31,36.16,0.37,5.25,0.37,0.34,0.07,0
243,2023-04-18,-45.122,18:00:00,31.31,36.16,0.37,5.25,0.37,0.34,0.07,0
244,2023-04-19,-44.808,00:00:00,27.39,51.61,0.38,0.94,0.38,0.38,0.07,1.44167053699493
245,2023-04-19,-44.869,06:00:00,27.39,51.61,0.38,0.94,0.38,0.38,0.07,1.44167053699493
246,2023-04-19,-45.075,12:00:00,27.39,51.61,0.38,0.94,0.38,0.38,0.07,1.44167053699493
247,2023-04-19,-45.07,18:00:00,27.39,51.61,0.38,0.94,0.38,0.38,0.07,1.44167053699493
248,2023-04-20,-44.852,00:00:00,27.69,49.51,0.38,4.46,0.38,0.38,0.11,0
249,2023-04-20,-45.046,06:00:00,27.69,49.51,0.38,4.46,0.38,0.38,0.11,0
250,2023-04-20,-45.174,12:00:00,27.69,49.51,0.38,4.46,0.38,0.38,0.11,0
251,2023-04-20,-45.126,18:00:00,27.69,49.51,0.38,4.46,0.38,0.38,0.11,0
252,2023-04-21,-44.851,00:00:00,26.72,43.89,0.38,0.24,0.38,0.36,0.12,3.06257486343384
253,2023-04-21,-45.034,06:00:00,26.72,43.89,0.38,0.24,0.38,0.36,0.12,3.06257486343384
254,2023-04-21,-45.173,12:00:00,26.72,43.89,0.38,0.24,0.38,0.36,0.12,3.06257486343384
255,2023-04-21,-45.12,18:00:00,26.72,43.89,0.38,0.24,0.38,0.36,0.12,3.06257486343384
256,2023-04-22,-44.792,00:00:00,26.73,34.5,0.38,0.11,0.38,0.32,0.1,1.02667319774628
257,2023-04-22,-44.979,06:00:00,26.73,34.5,0.38,0.11,0.38,0.32,0.1,1.02667319774628
258,2023-04-22,-44.977,12:00:00,26.73,34.5,0.38,0.11,0.38,0.32,0.1,1.02667319774628
259,2023-04-22,-45.129,18:00:00,26.73,34.5,0.38,0.11,0.38,0.32,0.1,1.02667319774628
260,2023-04-23,-44.826,00:00:00,25.7,35.46,0.38,0.26,0.38,0.32,0.07,0.0145339546725153
261,2023-04-23,-44.959,06:00:00,25.7,35.46,0.38,0.26,0.38,0.32,0.07,0.0145339546725153
262,2023-04-23,-44.911,12:00:00,25.7,35.46,0.38,0.26,0.38,0.32,0.07,0.0145339546725153
263,2023-04-23,-45.071,18:00:00,25.7,35.46,0.38,0.26,0.38,0.32,0.07,0.0145339546725153
264,2023-04-24,-44.807,00:00:00,25.71,31.38,0.37,0,0.37,0.32,0.04,0
265,2023-04-24,-44.937,06:00:00,25.71,31.38,0.37,0,0.37,0.32,0.04,0
266,2023-04-24,-45.085,12:00:00,25.71,31.38,0.37,0,0.37,0.32,0.04,0
267,2023-04-24,-45.095,18:00:00,25.71,31.38,0.37,0,0.37,0.32,0.04,0
268,2023-04-25,-44.748,00:00:00,26.93,34.67,0.37,0,0.37,0.31,0.05,0
269,2023-04-25,-44.905,06:00:00,26.93,34.67,0.37,0,0.37,0.31,0.05,0
270,2023-04-25,-45.083,12:00:00,26.93,34.67,0.37,0,0.37,0.31,0.05,0
271,2023-04-25,-44.996,18:00:00,26.93,34.67,0.37,0,0.37,0.31,0.05,0
272,2023-04-26,-44.907,00:00:00,29.41,31.72,0.37,0.05,0.37,0.3,0.06,0
273,2023-04-26,-44.962,06:00:00,29.41,31.72,0.37,0.05,0.37,0.3,0.06,0
274,2023-04-26,-45.115,12:00:00,29.41,31.72,0.37,0.05,0.37,0.3,0.06,0
275,2023-04-26,-45.011,18:00:00,29.41,31.72,0.37,0.05,0.37,0.3,0.06,0
276,2023-04-27,-44.768,00:00:00,27.28,47.2,0.37,0.06,0.37,0.3,0.03,0
